data,close,rsi_force,rsi_oversold,rsi_overbought,rsi_above50,rsi_cross50,macd_force,macd_signal_force,macd_hist,macd_hist_dir,macd_cross,price_sma50_force,price_sma200_force,sma_trend_force,ema_short_force,golden_death_cross,ema_cross,bb_position,bb_vol_force,bb_above_upper,bb_below_lower,obv_trend_force,obv_cross,vol_force,vol_high,label
2017-05-04,13.6,-0.163689,0.0,0.0,0.0,0.0,-0.005272,-0.004257,-0.000507,-1.0,0.0,-0.028884,-0.031384,-0.002503,-0.004769,0.0,0.0,-0.800434,-0.135487,0.0,0.0,-0.00079,0.0,0.011128,0.0,-1
2017-05-05,14.21,0.010439,0.0,0.0,1.0,1.0,-0.004307,-0.004267,-2e-05,1.0,0.0,-0.005981,-0.010022,-0.004041,-0.003392,0.0,0.0,0.010812,-0.167093,0.0,0.0,0.001756,1.0,-0.064355,0.0,-1
2017-05-08,14.08,-0.02311,0.0,0.0,0.0,-1.0,-0.003875,-0.004189,0.000157,1.0,1.0,-0.009295,-0.015144,-0.005849,-0.00282,0.0,0.0,-0.135079,-0.177665,0.0,0.0,0.001749,0.0,-0.002208,0.0,-1
2017-05-09,14.14,-0.0065,0.0,0.0,0.0,0.0,-0.003321,-0.004015,0.000347,1.0,0.0,-0.005808,-0.013464,-0.007657,-0.002129,0.0,0.0,-0.025587,-0.188505,0.0,0.0,0.003196,0.0,-0.128877,0.0,-1
2017-05-10,14.73,0.141156,0.0,0.0,1.0,1.0,-0.001176,-0.003447,0.001136,1.0,0.0,0.015309,0.006467,-0.008843,0.000602,0.0,1.0,0.805538,-0.184754,0.0,0.0,0.00666,0.0,0.111899,0.0,-1
2017-05-11,14.82,0.161367,0.0,0.0,1.0,0.0,0.000753,-0.002607,0.00168,1.0,0.0,0.018872,0.008997,-0.009876,0.002869,0.0,0.0,0.975463,-0.201147,0.0,0.0,0.010681,0.0,-0.10951,0.0,-1
2017-05-12,15.45,0.287724,0.0,0.0,1.0,0.0,0.003977,-0.00129,0.002634,1.0,0.0,0.03948,0.029187,-0.010305,0.00669,0.0,0.0,1.0,-0.09032,1.0,0.0,0.017705,0.0,0.365866,1.0,-1
2017-05-15,15.68,0.327558,0.0,0.0,1.0,0.0,0.007029,0.000374,0.003328,1.0,0.0,0.046743,0.035927,-0.010834,0.010064,0.0,0.0,1.0,0.010049,1.0,0.0,0.024914,0.0,0.092257,0.0,-1
2017-05-16,15.7,0.331061,0.0,0.0,1.0,0.0,0.009344,0.002168,0.003588,1.0,0.0,0.046967,0.035936,-0.011049,0.012317,0.0,0.0,1.0,0.076638,1.0,0.0,0.03149,0.0,-0.055035,0.0,-1
2017-05-17,15.61,0.298283,0.0,0.0,1.0,0.0,0.010779,0.00389,0.003445,-1.0,0.0,0.043896,0.032428,-0.011484,0.013365,0.0,0.0,0.899383,0.114486,0.0,0.0,0.034582,0.0,-0.112861,0.0,-1
